-10.0 -10.0 -0.4564726253638138
-10.0 -9.5 -0.5424827041619019
-10.0 -9.0 -0.4956740972354244
-10.0 -8.5 -0.3275071840672209
-10.0 -8.0 -0.0791550900270028
-10.0 -7.5 0.18857693068210052
-10.0 -7.0 0.4101387419098448
-10.0 -6.5 0.5312842850293714
-10.0 -6.0 0.5223529059864968
-10.0 -5.5 0.3855313178636502
-10.0 -5.0 0.1543182172530108
-10.0 -4.5 -0.11467736497714555
-10.0 -4.0 -0.3555959287479722
-10.0 -3.5 -0.5094522073197182
-10.0 -3.0 -0.5385768177727149
-10.0 -2.5 -0.435839039711769
-10.0 -2.0 -0.2263926643114734
-10.0 -1.5 0.03848253103246912
-10.0 -1.0 0.2939358606544734
-10.0 -0.5 0.4774234402167397
-10.0 0.0 0.5440211108893698
-10.0 0.5 0.4774234402167397
-10.0 1.0 0.2939358606544734
-10.0 1.5 0.03848253103246912
-10.0 2.0 -0.2263926643114734
-10.0 2.5 -0.435839039711769
-10.0 3.0 -0.5385768177727149
-10.0 3.5 -0.5094522073197182
-10.0 4.0 -0.3555959287479722
-10.0 4.5 -0.11467736497714555
-10.0 5.0 0.1543182172530108
-10.0 5.5 0.3855313178636502
-10.0 6.0 0.5223529059864968
-10.0 6.5 0.5312842850293714
-10.0 7.0 0.4101387419098448
-10.0 7.5 0.18857693068210052
-10.0 8.0 -0.0791550900270028
-10.0 8.5 -0.3275071840672209
-10.0 9.0 -0.4956740972354244
-10.0 9.5 -0.5424827041619019
-10.0 10.0 -0.4564726253638138

-9.5 -10.0 -0.063057165557699
-9.5 -9.5 -0.07493860483147616
-9.5 -9.0 -0.06847246006729521
-9.5 -8.5 -0.0452418690181102
-9.5 -8.0 -0.010934490567948442
-9.5 -7.5 0.02605003252693758
-9.5 -7.0 0.05665659913258328
-9.5 -6.5 0.07339165430259903
-9.5 -6.0 0.07215787287591162
-9.5 -5.5 0.05325732757540569
-9.5 -5.0 0.021317531070207008
-9.5 -4.5 -0.015841540515865917
-9.5 -4.0 -0.04912205049061451
-9.5 -3.5 -0.07037576931385751
-9.5 -3.0 -0.07439904536830741
-9.5 -2.5 -0.060206840359177054
-9.5 -2.0 -0.03127390104315517
-9.5 -1.5 0.005315979963660839
-9.5 -1.0 0.0406043236740899
-9.5 -0.5 0.06595131282380662
-9.5 0.0 0.0751511204618093
-9.5 0.5 0.06595131282380662
-9.5 1.0 0.0406043236740899
-9.5 1.5 0.005315979963660839
-9.5 2.0 -0.03127390104315517
-9.5 2.5 -0.060206840359177054
-9.5 3.0 -0.07439904536830741
-9.5 3.5 -0.07037576931385751
-9.5 4.0 -0.04912205049061451
-9.5 4.5 -0.015841540515865917
-9.5 5.0 0.021317531070207008
-9.5 5.5 0.05325732757540569
-9.5 6.0 0.07215787287591162
-9.5 6.5 0.07339165430259903
-9.5 7.0 0.05665659913258328
-9.5 7.5 0.02605003252693758
-9.5 8.0 -0.010934490567948442
-9.5 8.5 -0.0452418690181102
-9.5 9.0 -0.06847246006729521
-9.5 9.5 -0.07493860483147616
-9.5 10.0 -0.063057165557699

-9.0 -10.0 0.3457968875724721
-9.0 -9.5 0.41095307853690777
-9.0 -9.0 0.375493623385838
-9.0 -8.5 0.2481002334319773
-9.0 -8.0 0.05996325353583019
-9.0 -7.5 -0.1428548221174657
-9.0 -7.0 -0.3106970550803082
-9.0 -6.5 -0.4024698130208766
-9.0 -6.0 -0.39570392410849203
-9.0 -5.5 -0.2920559139175316
-9.0 -5.0 -0.11690243019347103
-9.0 -4.5 0.08687284555673806
-9.0 -4.0 0.2693786189182488
-9.0 -3.5 0.38593111146079634
-9.0 -3.0 0.40799420809968046
-9.0 -2.5 0.3301660933003065
-9.0 -2.0 0.1715018039159572
-9.0 -1.5 -0.02915210840153438
-9.0 -1.0 -0.22266856786700598
-9.0 -0.5 -0.36166799608084055
-9.0 0.0 -0.4121184852417566
-9.0 0.5 -0.36166799608084055
-9.0 1.0 -0.22266856786700598
-9.0 1.5 -0.02915210840153438
-9.0 2.0 0.1715018039159572
-9.0 2.5 0.3301660933003065
-9.0 3.0 0.40799420809968046
-9.0 3.5 0.38593111146079634
-9.0 4.0 0.2693786189182488
-9.0 4.5 0.08687284555673806
-9.0 5.0 -0.11690243019347103
-9.0 5.5 -0.2920559139175316
-9.0 6.0 -0.39570392410849203
-9.0 6.5 -0.4024698130208766
-9.0 7.0 -0.3106970550803082
-9.0 7.5 -0.1428548221174657
-9.0 8.0 0.05996325353583019
-9.0 8.5 0.2481002334319773
-9.0 9.0 0.375493623385838
-9.0 9.5 0.41095307853690777
-9.0 10.0 0.3457968875724721

-8.5 -10.0 0.6699878025368334
-8.5 -9.5 0.7962291157897863
-8.5 -9.0 0.7275257720361802
-8.5 -8.5 0.4806987459397784
-8.5 -8.0 0.11617990188246004
-8.5 -7.5 -0.2767838340714156
-8.5 -7.0 -0.6019812342709254
-8.5 -6.5 -0.7797926334913993
-8.5 -6.0 -0.7666835998143197
-8.5 -5.5 -0.5658636818773687
-8.5 -5.0 -0.2265005994310005
-8.5 -4.5 0.16831772924064364
-8.5 -4.0 0.5219260075081489
-8.5 -3.5 0.7477485963317867
-8.5 -3.0 0.7904962501294102
